id,neg_bin,effected_words,neg_word,sen_negation,lab,sen,sen_tag,sen_tag_negation
393,0,[],,with excel cure rate and a good toler profil  terbinafin should continu to be a drug of choic for the treatment of toenail onychomycosi in the rise number of niddm patient receiv multipl medic ,2,with excel cure rate and a good toler profil  terbinafin should continu to be a drug of choic for the treatment of toenail onychomycosi in the rise number of niddm patient receiv multipl medic ,with excel cure rate and a good toler profil  terbinafin should continu to be a drug of choic for the treatment of toenail onychomycosi in the rise number of niddm patient receiv multipl medic ,with excel cure rate and a good toler profil  terbinafin should continu to be a drug of choic for the treatment of toenail onychomycosi in the rise number of niddm patient receiv multipl medic 
103,0,[],,corticosteroid provid symptomat relief of pain in sore throat  in addit to antibiot therapi  main in particip with sever or exud sore throat ,2,corticosteroid provid symptomat relief of pain in sore throat  in addit to antibiot therapi  main in particip with sever or exud sore throat ,corticosteroid provid symptomat relief of pain in sore throat  in addit to antibiot therapi  main in particip with sever or exud sore throat ,corticosteroid provid symptomat relief of pain in sore throat  in addit to antibiot therapi  main in particip with sever or exud sore throat 
371,0,[],,singl dose famciclovir reduc time to heal of herp labiali lesion by approxim digit day compar with placebo ,2,singl dose famciclovir reduc time to heal of herp labiali lesion by approxim digit day compar with placebo ,singl dose famciclovir reduc time to heal of herp labiali lesion by approxim digit day compar with placebo ,singl dose famciclovir reduc time to heal of herp labiali lesion by approxim digit day compar with placebo 
149,0,[],,with losartan  treadmil exercis time increas from digit     digit to digit     digit second  p   digit digit   and qualiti of life improv from digit     digit to digit     digit  p   digit digit  without a chang in oxygen consumpt  digit digit     digit to digit digit     digit ml min  p   digit digit  ,2,with losartan  treadmil exercis time increas from digit     digit to digit     digit second  p   digit digit   and qualiti of life improv from digit     digit to digit     digit  p   digit digit  without a chang in oxygen consumpt  digit digit     digit to digit digit     digit ml min  p   digit digit  ,with losartan  treadmil exercis time increas from digit     digit to digit     digit second  p   digit digit   and qualiti of life improv from digit     digit to digit     digit  p   digit digit  without a chang in oxygen consumpt  digit digit     digit to digit digit     digit ml min  p   digit digit  ,with losartan  treadmil exercis time increas from digit     digit to digit     digit second  p   digit digit   and qualiti of life improv from digit     digit to digit     digit  p   digit digit  without a chang in oxygen consumpt  digit digit     digit to digit digit     digit ml min  p   digit digit  
1387,0,[],,further studi are need to ass long term efficaci and safeti ,1,further studi are need to ass long term efficaci and safeti ,further studi are need to ass long term efficaci and safeti ,further studi are need to ass long term efficaci and safeti 
286,0,[],,howev  becaus of the small sampl size and the short term of this studi  further long term studi are need to determin the efficaci of p o ,1,howev  becaus of the small sampl size and the short term of this studi  further long term studi are need to determin the efficaci of p o ,howev  becaus of the small sampl size and the short term of this studi  further long term studi are need to determin the efficaci of p o ,howev  becaus of the small sampl size and the short term of this studi  further long term studi are need to determin the efficaci of p o 
207,0,[],,infect woman can be reassur that the maximum possibl risk of a congenit abnorm due to bdigit is under digit  and that long term develop will be normal ,1,infect woman can be reassur that the maximum possibl risk of a congenit abnorm due to bdigit is under digit  and that long term develop will be normal ,infect woman can be reassur that the maximum possibl risk of a congenit abnorm due to bdigit is under digit  and that long term develop will be normal ,infect woman can be reassur that the maximum possibl risk of a congenit abnorm due to bdigit is under digit  and that long term develop will be normal 
678,0,[],,these preliminari find were base on unplan earli termin of the trial  and a larger multicent trial is need to evalu the potenti benefit of this approach ,1,these preliminari find were base on unplan earli termin of the trial  and a larger multicent trial is need to evalu the potenti benefit of this approach ,these preliminari find were base on unplan earli termin of the trial  and a larger multicent trial is need to evalu the potenti benefit of this approach ,these preliminari find were base on unplan earli termin of the trial  and a larger multicent trial is need to evalu the potenti benefit of this approach 
9,0,[],,these find  togeth with persist low lung function  suggest that outcom in adult asthma may be determin primarili in earli childhood ,1,these find  togeth with persist low lung function  suggest that outcom in adult asthma may be determin primarili in earli childhood ,these find  togeth with persist low lung function  suggest that outcom in adult asthma may be determin primarili in earli childhood ,these find  togeth with persist low lung function  suggest that outcom in adult asthma may be determin primarili in earli childhood 
1194,0,[],,jxt could improv heart function of chd patient to differ degre  and it curat effect wa better than that of routin western medicin  simvastatin tablet  treatment ,2,jxt could improv heart function of chd patient to differ degre  and it curat effect wa better than that of routin western medicin  simvastatin tablet  treatment ,jxt could improv heart function of chd patient to differ degre  and it curat effect wa better than that of routin western medicin  simvastatin tablet  treatment ,jxt could improv heart function of chd patient to differ degre  and it curat effect wa better than that of routin western medicin  simvastatin tablet  treatment 
110,0,[],,all smoker  irrespect of their lung function  tri to modifi their habit a the result of screen for copd combin with smoke cessat advic ,1,all smoker  irrespect of their lung function  tri to modifi their habit a the result of screen for copd combin with smoke cessat advic ,all smoker  irrespect of their lung function  tri to modifi their habit a the result of screen for copd combin with smoke cessat advic ,all smoker  irrespect of their lung function  tri to modifi their habit a the result of screen for copd combin with smoke cessat advic 
